Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tehuacán, Puebla",Puebla,Cumplimiento Financiero,1228,Participaciones Federales a Municipios,"262,195.40","173,761.10",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tehuacán, Puebla",Puebla,Cumplimiento Financiero con Enfoque de Desempeño,1229,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"178,493.50","125,296.70",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tekax, Yucatán",Yucatán,Cumplimiento Financiero con Enfoque de Desempeño,1543,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"64,771.70","61,116.20","Municipio de Tekax, Yucatán",Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tekax, Yucatán",Yucatán,Cumplimiento Financiero con Enfoque de Desempeño,1543,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"64,771.70","61,116.20","Municipio de Tekax, Yucatán",Pliego de Observaciones,2017-D-31079-16-1543-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 44,801.31 pesos ( cuarenta y cuatro mil ochocientos un pesos 31/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la cuenta del FISMDF 2017 o en su caso a la TESOFE, conforme a lo establecido en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, por no haber utilizado una cuenta bancaria productiva para la administración de los recursos del FISMDF, que habrían generado intereses a favor del fondo.",Conclusión,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tekax, Yucatán",Yucatán,Cumplimiento Financiero con Enfoque de Desempeño,1543,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"64,771.70","61,116.20","Municipio de Tekax, Yucatán",Pliego de Observaciones,2017-D-31079-16-1543-06-001,2017-D-31079-16-1543-15-001/EPRA/0113/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 70,100.00 pesos ( setenta mil cien pesos 00/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la cuenta del FISMDF 2017 o en su caso a la TESOFE, conforme a lo establecido en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, por haber transferido recursos a otra cuenta bancaria y no reintegrarlos a la cuenta del FISMDF 2017.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tekax, Yucatán",Yucatán,Cumplimiento Financiero con Enfoque de Desempeño,1543,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"64,771.70","61,116.20","Municipio de Tekax, Yucatán",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,8
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Temascalcingo, Estado de México",México,Cumplimiento Financiero con Enfoque de Desempeño,896,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"67,390.70","67,390.70","Municipio de Temascalcingo, Estado de México",Informe de Presunta Responsabilidad Administrativa,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Temascalcingo, Estado de México",México,Cumplimiento Financiero con Enfoque de Desempeño,896,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"67,390.70","67,390.70","Municipio de Temascalcingo, Estado de México",Pliego de Observaciones,2017-D-15085-16-0896-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 14,215,935.88 pesos ( catorce millones doscientos quince mil novecientos treinta y cinco pesos 88/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro a la cuenta del fondo, por 42 obras que no beneficiaron a la población que vive en las localidades que presentan los dos mayores grados de rezago social, zonas de atención prioritaria, o bien en donde exista población en pobreza extrema, en su caso, deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su destino y aplicación en los objetivos del fondo, de acuerdo con lo establecido por la Ley de Coordinación Fiscal, o realizar el reintegro a la Tesorería de la Federación.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Temascalcingo, Estado de México",México,Cumplimiento Financiero con Enfoque de Desempeño,896,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"67,390.70","67,390.70","Municipio de Temascalcingo, Estado de México",Pliego de Observaciones,2017-D-15085-16-0896-06-003,2017-D-15085-16-0896-15-003/EPRA/0047/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 5,200,000.00 pesos ( cinco millones doscientos mil pesos 00/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro a la cuenta del fondo, porque no se acreditaron los pagos con recurso del FISMDF 2017, en su caso, deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su destino y aplicación en los objetivos del fondo, de acuerdo con lo establecido por la Ley de Coordinación Fiscal, o realizar el reintegro a la Tesorería de la Federación.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Temascalcingo, Estado de México",México,Cumplimiento Financiero con Enfoque de Desempeño,896,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"67,390.70","67,390.70","Municipio de Temascalcingo, Estado de México",Pliego de Observaciones,2017-D-15085-16-0896-06-001,2017-D-15085-16-0896-15-001/EPRA/0174/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 386,084.07 pesos ( trescientos ochenta y seis mil ochenta y cuatro pesos 07/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro en la cuenta del fondo, por la diferencia determinada entre los recursos pagados y lo reintegrados a la cuenta del FISMDF 2017 por 375,678.99 pesos y por 10,405.08 pesos de intereses, en su caso, deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su destino y aplicación en los objetivos del fondo, de acuerdo con lo establecido por la Ley de Coordinación Fiscal, o realizar el reintegro a la Tesorería de la Federación.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Temascalcingo, Estado de México",México,Cumplimiento Financiero con Enfoque de Desempeño,896,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"67,390.70","67,390.70","Municipio de Temascalcingo, Estado de México",Recomendación,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Temixco, Morelos",Morelos,Cumplimiento Financiero con Enfoque de Desempeño,1087,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"65,357.10","45,750.00","Municipio de Temixco, Morelos",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Temixco, Morelos",Morelos,Cumplimiento Financiero con Enfoque de Desempeño,1087,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"65,357.10","45,750.00","Municipio de Temixco, Morelos",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tenango del Valle, Estado de México",México,Cumplimiento Financiero con Enfoque de Desempeño,897,Participación Social en el Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,-,-,-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepehuacán de Guerrero, Hidalgo",Hidalgo,Cumplimiento Financiero con Enfoque de Desempeño,988,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"73,057.40","73,057.40","Municipio de Tepehuacán de Guerrero, Hidalgo",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepeyanco, Tlaxcala",Tlaxcala,Cumplimiento Financiero con Enfoque de Desempeño,1463,Participación Social en el Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,-,-,"Municipio de Tepeyanco, Tlaxcala",Recomendación,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepic, Nayarit",Nayarit,Cumplimiento Financiero,1126,Participaciones Federales a Municipios,"745,872.50","635,078.80",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepic, Nayarit",Nayarit,Cumplimiento Financiero,1127,"Otorgamiento del Subsidio para el Fortalecimiento del Desempeño en Materia de Seguridad Pública a los Municipios y Demarcaciones Territoriales de la Ciudad de México y, en su caso, a las Entidades Federativas que Ejerzan de Manera Directa o Coordinada la Función","25,108.70","21,693.50","Municipio de Tepic, Nayarit",Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepic, Nayarit",Nayarit,Cumplimiento Financiero,1127,"Otorgamiento del Subsidio para el Fortalecimiento del Desempeño en Materia de Seguridad Pública a los Municipios y Demarcaciones Territoriales de la Ciudad de México y, en su caso, a las Entidades Federativas que Ejerzan de Manera Directa o Coordinada la Función","25,108.70","21,693.50","Municipio de Tepic, Nayarit",Pliego de Observaciones,2017-D-18017-15-1127-06-001,2017-D-18017-15-1127-15-001/EPRA/0094/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 673,978.56 pesos ( seiscientos setenta y tres mil novecientos setenta y ocho pesos 56/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro en la cuenta de la Tesorería de la Federación, debido a que el municipio de Tepic, Nayarit, no proporcionó evidencia que justifique la entrega o existencia de 563 pantalones tipo comando (táctico).",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepic, Nayarit",Nayarit,Cumplimiento Financiero,1127,"Otorgamiento del Subsidio para el Fortalecimiento del Desempeño en Materia de Seguridad Pública a los Municipios y Demarcaciones Territoriales de la Ciudad de México y, en su caso, a las Entidades Federativas que Ejerzan de Manera Directa o Coordinada la Función","25,108.70","21,693.50","Municipio de Tepic, Nayarit",Pliego de Observaciones,2017-D-18017-15-1127-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal por un monto de 1,016,354.88 pesos ( un millón dieciséis mil trescientos cincuenta y cuatro pesos 88/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro en la cuenta de la Tesorería de la Federación, debido a que el municipio de Tepic, Nayarit, no proporcionó evidencia que justifique la entrega o existencia de 566 pares de botas línea táctica.

",Conclusión,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepic, Nayarit",Nayarit,Cumplimiento Financiero,1127,"Otorgamiento del Subsidio para el Fortalecimiento del Desempeño en Materia de Seguridad Pública a los Municipios y Demarcaciones Territoriales de la Ciudad de México y, en su caso, a las Entidades Federativas que Ejerzan de Manera Directa o Coordinada la Función","25,108.70","21,693.50","Municipio de Tepic, Nayarit",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tepoztlán, Morelos",Morelos,Cumplimiento Financiero,1088,"Otorgamiento del Subsidio para el Fortalecimiento del Desempeño en Materia de Seguridad Pública a los Municipios y Demarcaciones Territoriales de la Ciudad de México y, en su caso, a las Entidades Federativas que Ejerzan de Manera Directa o Coordinada la Función","10,000.00","10,000.00",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tetecala, Morelos",Morelos,Cumplimiento Financiero con Enfoque de Desempeño,1089,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"2,848.00","1,786.90","Municipio de Tetecala, Morelos",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tetecala, Morelos",Morelos,Cumplimiento Financiero con Enfoque de Desempeño,1089,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"2,848.00","1,786.90","Municipio de Tetecala, Morelos",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tijuana, Baja California",Baja California,Cumplimiento Financiero con Enfoque de Desempeño,598,Participación Social en el Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,-,-,-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tila, Chiapas",Chiapas,Cumplimiento Financiero con Enfoque de Desempeño,698,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"362,787.50","257,415.60","Municipio de Tila, Chiapas",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,5
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tila, Chiapas",Chiapas,Cumplimiento Financiero con Enfoque de Desempeño,698,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"362,787.50","257,415.60","Municipio de Tila, Chiapas",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tizayuca, Hidalgo",Hidalgo,Cumplimiento Financiero con Enfoque de Desempeño,989,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"67,120.70","53,260.10",Gobierno del Estado de Hidalgo,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tizayuca, Hidalgo",Hidalgo,Cumplimiento Financiero con Enfoque de Desempeño,989,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"67,120.70","53,260.10","Municipio de Tizayuca, Hidalgo",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,6
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tizimín, Yucatán",Yucatán,Cumplimiento Financiero,1544,Participaciones Federales a Municipios,"94,513.10","94,513.10","Municipio de Tizimín, Yucatán",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tizimín, Yucatán",Yucatán,Cumplimiento Financiero con Enfoque de Desempeño,1545,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"75,552.90","75,552.90","Municipio de Tizimín, Yucatán",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlachichuca, Puebla",Puebla,Cumplimiento Financiero con Enfoque de Desempeño,1230,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"38,832.50","28,476.00","Municipio de Tlachichuca, Puebla",Pliego de Observaciones,2017-D-21179-16-1230-06-001,2017-D-21179-16-1230-15-001/EPRA/????/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 38,400,391.43 pesos ( treinta y ocho millones cuatrocientos mil trescientos noventa y un pesos 43/100 m.n. ),  más los intereses generados desde su disposición hasta su reintegro en la cuenta del fondo, por presentar como documentación comprobatoria facturas que carecen de validez fiscal y registro en el Servicio de Administración Tributaria, en su caso, deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su destino y aplicación en los objetivos del fondo, de acuerdo con lo establecido por la Ley de Coordinación Fiscal, o realizar le reintegro a la Tesorería de la Federación.",Conclusión,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlachichuca, Puebla",Puebla,Cumplimiento Financiero con Enfoque de Desempeño,1230,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"38,832.50","28,476.00","Municipio de Tlachichuca, Puebla",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,10
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlachichuca, Puebla",Puebla,Cumplimiento Financiero con Enfoque de Desempeño,1230,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"38,832.50","28,476.00","Municipio de Tlachichuca, Puebla",Recomendación,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlachichuca, Puebla",Puebla,Cumplimiento Financiero con Enfoque de Desempeño,1230,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"38,832.50","28,476.00",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlalnepantla de Baz, Estado de México",México,Cumplimiento Financiero,898,Participaciones Federales a Municipios,"1,774,899.70","1,556,912.70","Municipio de Tlalnepantla de Baz, Estado de México",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlalnepantla, Morelos",Morelos,Cumplimiento Financiero con Enfoque de Desempeño,1090,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"6,960.10","5,096.20","Municipio de Tlalnepantla, Morelos",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlalnepantla, Morelos",Morelos,Cumplimiento Financiero con Enfoque de Desempeño,1090,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"6,960.10","5,096.20","Municipio de Tlalnepantla, Morelos",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlanchinol, Hidalgo",Hidalgo,Cumplimiento Financiero con Enfoque de Desempeño,990,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"74,513.20","73,153.20","Municipio de Tlanchinol, Hidalgo",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlanchinol, Hidalgo",Hidalgo,Cumplimiento Financiero con Enfoque de Desempeño,990,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"74,513.20","73,153.20","Municipio de Tlanchinol, Hidalgo",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaquepaque, Jalisco",Jalisco,Cumplimiento Financiero,1023,Participaciones Federales a Municipios,"687,367.80","562,577.50",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaquepaque, Jalisco",Jalisco,Cumplimiento Financiero con Enfoque de Desempeño,1024,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"68,913.50","68,913.50","Municipio de Tlaquepaque, Jalisco",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaquepaque, Jalisco",Jalisco,Cumplimiento Financiero con Enfoque de Desempeño,1024,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"68,913.50","68,913.50","Municipio de Tlaquepaque, Jalisco",Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaxcala, Tlaxcala",Tlaxcala,Cumplimiento Financiero,1464,Participaciones Federales a Municipios,"129,747.50","126,076.30",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaxcala, Tlaxcala",Tlaxcala,Cumplimiento Financiero,1465,"Otorgamiento del Subsidio para el Fortalecimiento del Desempeño en Materia de Seguridad Pública a los Municipios y Demarcaciones Territoriales de la Ciudad de México y, en su caso, a las Entidades Federativas que Ejerzan de Manera Directa o Coordinada la Función","10,747.40","8,300.50","Municipio de Tlaxcala, Tlaxcala",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaxco, Tlaxcala",Tlaxcala,Cumplimiento Financiero con Enfoque de Desempeño,1466,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"37,909.70","27,316.00","Municipio de Tlaxco, Tlaxcala",Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaxco, Tlaxcala",Tlaxcala,Cumplimiento Financiero con Enfoque de Desempeño,1466,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"37,909.70","27,316.00","Municipio de Tlaxco, Tlaxcala",Pliego de Observaciones,2017-D-29034-16-1466-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 2,629,125.26 pesos ( dos millones seiscientos veintinueve mil ciento veinticinco pesos 26/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro en la cuenta del fondo o en su caso a la TESOFE, conforme a lo establecido en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, por el pago, con recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal 2017, de 28 obras que no benefician directamente a la población en pobreza extrema, tampoco a las localidades con los dos grados de rezago social más altos, ni se encuentran en Zonas de Atención Prioritaria.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaxco, Tlaxcala",Tlaxcala,Cumplimiento Financiero con Enfoque de Desempeño,1466,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"37,909.70","27,316.00","Municipio de Tlaxco, Tlaxcala",Pliego de Observaciones,2017-D-29034-16-1466-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 391,713.44 pesos ( trescientos noventa y un mil setecientos trece pesos 44/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro en la cuenta del fondo o en su caso a la TESOFE, conforme a lo establecido en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, por el pago por concepto de Gastos Indirectos, con recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal 2017, de la Elaboración del Plan de Desarrollo Municipal, acción que no está considerada en los proyectos que señala el catálogo establecido en los Lineamientos Generales para la Operación del FAIS ni se vincula de manera directa con la verificación y seguimiento de las obras y acciones pagadas con el fondo.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaxco, Tlaxcala",Tlaxcala,Cumplimiento Financiero con Enfoque de Desempeño,1466,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"37,909.70","27,316.00","Municipio de Tlaxco, Tlaxcala",Pliego de Observaciones,2017-D-29034-16-1466-06-002,2017-D-29034-16-1466-15-002/EPRA/0197/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 9,644,134.70 pesos ( nueve millones seiscientos cuarenta y cuatro mil ciento treinta y cuatro pesos 70/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro en la cuenta del fondo o en su caso a la TESOFE, conforme a lo establecido en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, por el pago, con recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal 2017, de 50 obras que no benefician directamente a la población en pobreza extrema, tampoco a las localidades con los dos grados de rezago social más altos, ni se encuentran en Zonas de Atención Prioritaria.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tlaxco, Tlaxcala",Tlaxcala,Cumplimiento Financiero con Enfoque de Desempeño,1466,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"37,909.70","27,316.00","Municipio de Tlaxco, Tlaxcala",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,6
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tolimán, Querétaro",Querétaro,Cumplimiento Financiero con Enfoque de Desempeño,1260,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"19,008.20","16,207.10",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tonalá, Jalisco",Jalisco,Cumplimiento Financiero con Enfoque de Desempeño,1025,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"57,461.30","57,461.30","Municipio de Tonalá, Jalisco",Pliego de Observaciones,2017-D-14101-16-1025-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 451,765.18 pesos ( cuatrocientos cincuenta y un mil setecientos sesenta y cinco pesos 18/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta el reintegro a la cuenta del fondo o en su caso a la TESOFE, conforme a la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, por haber pagado con recursos del FISMDF 2017 trabajos de empedrado en una obra que no fueron ejecutados.",Conclusión,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tonalá, Jalisco",Jalisco,Cumplimiento Financiero con Enfoque de Desempeño,1025,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"57,461.30","57,461.30","Municipio de Tonalá, Jalisco",Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros","Municipio de Tonalá, Jalisco",Jalisco,Cumplimiento Financiero con Enfoque de Desempeño,1025,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"57,461.30","57,461.30","Municipio de Tonalá, Jalisco",Recomendación,,,,,1,1
